scientific_id,name,rank,id,parent_id
urn:lsid:marinespecies.org:taxname:152,Turridae,Family,152,urn:lsid:marinespecies.org:taxname:15140
urn:lsid:marinespecies.org:taxname:154,Cephalaspidea,Order,154,urn:lsid:marinespecies.org:taxname:1057250
urn:lsid:marinespecies.org:taxname:155,Acteonidae,Family,155,urn:lsid:marinespecies.org:taxname:382223
urn:lsid:marinespecies.org:taxname:159,Cylichnidae,Family,159,urn:lsid:marinespecies.org:taxname:943487
urn:lsid:marinespecies.org:taxname:162,Pyramidellidae,Family,162,urn:lsid:marinespecies.org:taxname:14714
urn:lsid:marinespecies.org:taxname:167,Sacoglossa,Superorder,167,urn:lsid:marinespecies.org:taxname:1057250
urn:lsid:marinespecies.org:taxname:172,Aplysiidae,Family,172,urn:lsid:marinespecies.org:taxname:225490
urn:lsid:marinespecies.org:taxname:183,Tritoniidae,Family,183,urn:lsid:marinespecies.org:taxname:412595
urn:lsid:marinespecies.org:taxname:203,Nuculanida,Order,203,urn:lsid:marinespecies.org:taxname:106
urn:lsid:marinespecies.org:taxname:204,Nuculidae,Family,204,urn:lsid:marinespecies.org:taxname:14656
urn:lsid:marinespecies.org:taxname:205,Nuculanidae,Family,205,urn:lsid:marinespecies.org:taxname:14657
urn:lsid:marinespecies.org:taxname:206,Pteriomorphia,Infraclass,206,urn:lsid:marinespecies.org:taxname:1424948
urn:lsid:marinespecies.org:taxname:207,Arcida,Order,207,urn:lsid:marinespecies.org:taxname:206
urn:lsid:marinespecies.org:taxname:208,Arcidae,Family,208,urn:lsid:marinespecies.org:taxname:489054
urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,210,urn:lsid:marinespecies.org:taxname:206
urn:lsid:marinespecies.org:taxname:211,Mytilidae,Family,211,urn:lsid:marinespecies.org:taxname:491766
urn:lsid:marinespecies.org:taxname:213,Pectinidae,Family,213,urn:lsid:marinespecies.org:taxname:151320
urn:lsid:marinespecies.org:taxname:214,Anomiidae,Family,214,urn:lsid:marinespecies.org:taxname:153024
urn:lsid:marinespecies.org:taxname:215,Ostreidae,Family,215,urn:lsid:marinespecies.org:taxname:151323
urn:lsid:marinespecies.org:taxname:217,Venerida,Order,217,urn:lsid:marinespecies.org:taxname:869600
urn:lsid:marinespecies.org:taxname:222,Lasaeidae,Family,222,urn:lsid:marinespecies.org:taxname:14629
urn:lsid:marinespecies.org:taxname:228,Astartidae,Family,228,urn:lsid:marinespecies.org:taxname:23014
urn:lsid:marinespecies.org:taxname:229,Cardiidae,Family,229,urn:lsid:marinespecies.org:taxname:14633
urn:lsid:marinespecies.org:taxname:235,Tellinidae,Family,235,urn:lsid:marinespecies.org:taxname:14636
urn:lsid:marinespecies.org:taxname:236,Donacidae,Family,236,urn:lsid:marinespecies.org:taxname:14636
urn:lsid:marinespecies.org:taxname:243,Veneridae,Family,243,urn:lsid:marinespecies.org:taxname:14638
urn:lsid:marinespecies.org:taxname:245,Myida,Order,245,urn:lsid:marinespecies.org:taxname:869600
urn:lsid:marinespecies.org:taxname:247,Myidae,Family,247,urn:lsid:marinespecies.org:taxname:14622
urn:lsid:marinespecies.org:taxname:251,Hiatellidae,Family,251,urn:lsid:marinespecies.org:taxname:14624
urn:lsid:marinespecies.org:taxname:443,Trochidae,Family,443,urn:lsid:marinespecies.org:taxname:156489
urn:lsid:marinespecies.org:taxname:503,Turbinidae,Family,503,urn:lsid:marinespecies.org:taxname:156489
urn:lsid:marinespecies.org:taxname:558,Porifera,Phylum,558,urn:lsid:marinespecies.org:taxname:2
urn:lsid:marinespecies.org:taxname:559,Calcarea,Class,559,urn:lsid:marinespecies.org:taxname:558
urn:lsid:marinespecies.org:taxname:793,Platyhelminthes,Phylum,793,urn:lsid:marinespecies.org:taxname:2
urn:lsid:marinespecies.org:taxname:799,Nematoda,Phylum,799,urn:lsid:marinespecies.org:taxname:2
urn:lsid:marinespecies.org:taxname:801,Chlorophyta,Phylum (Division),801,urn:lsid:marinespecies.org:taxname:368663
urn:lsid:marinespecies.org:taxname:808,Bryopsidales,Order,808,urn:lsid:marinespecies.org:taxname:146216
urn:lsid:marinespecies.org:taxname:813,Cladophorales,Order,813,urn:lsid:marinespecies.org:taxname:146216
urn:lsid:marinespecies.org:taxname:824,Ulotrichales,Order,824,urn:lsid:marinespecies.org:taxname:146216
urn:lsid:marinespecies.org:taxname:827,Ulvales,Order,827,urn:lsid:marinespecies.org:taxname:146216
urn:lsid:marinespecies.org:taxname:830,Phaeophyceae,Class,830,urn:lsid:marinespecies.org:taxname:345465
urn:lsid:marinespecies.org:taxname:839,Dictyotales,Order,839,urn:lsid:marinespecies.org:taxname:1304855
urn:lsid:marinespecies.org:taxname:842,Ectocarpales,Order,842,urn:lsid:marinespecies.org:taxname:1304856
urn:lsid:marinespecies.org:taxname:844,Fucales,Order,844,urn:lsid:marinespecies.org:taxname:1304856
urn:lsid:marinespecies.org:taxname:852,Rhodophyta,Phylum (Division),852,urn:lsid:marinespecies.org:taxname:368662
urn:lsid:marinespecies.org:taxname:860,Ceramiales,Order,860,urn:lsid:marinespecies.org:taxname:196243
urn:lsid:marinespecies.org:taxname:871,Gigartinales,Order,871,urn:lsid:marinespecies.org:taxname:196243
urn:lsid:marinespecies.org:taxname:876,Gracilariales,Order,876,urn:lsid:marinespecies.org:taxname:196243
urn:lsid:marinespecies.org:taxname:882,Annelida,Phylum,882,urn:lsid:marinespecies.org:taxname:2
urn:lsid:marinespecies.org:taxname:883,Polychaeta,Class,883,urn:lsid:marinespecies.org:taxname:882
urn:lsid:marinespecies.org:taxname:889,Spionida,Order,889,urn:lsid:marinespecies.org:taxname:154974
urn:lsid:marinespecies.org:taxname:892,Phyllodocida,Order,892,urn:lsid:marinespecies.org:taxname:754174
urn:lsid:marinespecies.org:taxname:893,Amphinomida,Order,893,urn:lsid:marinespecies.org:taxname:754174
urn:lsid:marinespecies.org:taxname:895,Eunicida,Order,895,urn:lsid:marinespecies.org:taxname:754174
urn:lsid:marinespecies.org:taxname:900,Terebellida,Order,900,urn:lsid:marinespecies.org:taxname:154974
urn:lsid:marinespecies.org:taxname:901,Sabellida,Order,901,urn:lsid:marinespecies.org:taxname:154974
urn:lsid:marinespecies.org:taxname:902,Orbiniidae,Family,902,urn:lsid:marinespecies.org:taxname:183607
urn:lsid:marinespecies.org:taxname:903,Paraonidae,Family,903,urn:lsid:marinespecies.org:taxname:183607
urn:lsid:marinespecies.org:taxname:909,Spioniformia,Suborder,909,urn:lsid:marinespecies.org:taxname:889
urn:lsid:marinespecies.org:taxname:913,Spionidae,Family,913,urn:lsid:marinespecies.org:taxname:909
urn:lsid:marinespecies.org:taxname:918,Chaetopteridae,Family,918,urn:lsid:marinespecies.org:taxname:754175
urn:lsid:marinespecies.org:taxname:919,Cirratulidae,Family,919,urn:lsid:marinespecies.org:taxname:155087
urn:lsid:marinespecies.org:taxname:921,Capitellidae,Family,921,urn:lsid:marinespecies.org:taxname:183607
urn:lsid:marinespecies.org:taxname:924,Opheliidae,Family,924,urn:lsid:marinespecies.org:taxname:183607
urn:lsid:marinespecies.org:taxname:926,Phyllodociformia,Suborder,926,urn:lsid:marinespecies.org:taxname:892
urn:lsid:marinespecies.org:taxname:927,Aphroditiformia,Suborder,927,urn:lsid:marinespecies.org:taxname:892
urn:lsid:marinespecies.org:taxname:928,Nereidiformia,Suborder,928,urn:lsid:marinespecies.org:taxname:892
urn:lsid:marinespecies.org:taxname:931,Phyllodocidae,Family,931,urn:lsid:marinespecies.org:taxname:926
urn:lsid:marinespecies.org:taxname:939,Polynoidae,Family,939,urn:lsid:marinespecies.org:taxname:927
urn:lsid:marinespecies.org:taxname:943,Sigalionidae,Family,943,urn:lsid:marinespecies.org:taxname:927
urn:lsid:marinespecies.org:taxname:944,Chrysopetalidae,Family,944,urn:lsid:marinespecies.org:taxname:928
urn:lsid:marinespecies.org:taxname:946,Hesionidae,Family,946,urn:lsid:marinespecies.org:taxname:928
urn:lsid:marinespecies.org:taxname:948,Syllidae,Family,948,urn:lsid:marinespecies.org:taxname:928
urn:lsid:marinespecies.org:taxname:960,Amphinomidae,Family,960,urn:lsid:marinespecies.org:taxname:893
urn:lsid:marinespecies.org:taxname:966,Eunicidae,Family,966,urn:lsid:marinespecies.org:taxname:895
urn:lsid:marinespecies.org:taxname:967,Lumbrineridae,Family,967,urn:lsid:marinespecies.org:taxname:895
urn:lsid:marinespecies.org:taxname:979,Sabellariidae,Family,979,urn:lsid:marinespecies.org:taxname:154974
urn:lsid:marinespecies.org:taxname:980,Pectinariidae,Family,980,urn:lsid:marinespecies.org:taxname:152292
urn:lsid:marinespecies.org:taxname:982,Terebellidae,Family,982,urn:lsid:marinespecies.org:taxname:152292
urn:lsid:marinespecies.org:taxname:985,Sabellidae,Family,985,urn:lsid:marinespecies.org:taxname:901
urn:lsid:marinespecies.org:taxname:988,Serpulidae,Family,988,urn:lsid:marinespecies.org:taxname:901
urn:lsid:marinespecies.org:taxname:989,Spirorbinae,Subfamily,989,urn:lsid:marinespecies.org:taxname:988
urn:lsid:marinespecies.org:taxname:1065,Arthropoda,Phylum,1065,urn:lsid:marinespecies.org:taxname:2
urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,1066,urn:lsid:marinespecies.org:taxname:1065
urn:lsid:marinespecies.org:taxname:1071,Malacostraca,Class,1071,urn:lsid:marinespecies.org:taxname:845959
urn:lsid:marinespecies.org:taxname:1078,Ostracoda,Class,1078,urn:lsid:marinespecies.org:taxname:845957
urn:lsid:marinespecies.org:taxname:1080,Copepoda,Class,1080,urn:lsid:marinespecies.org:taxname:845959
urn:lsid:marinespecies.org:taxname:1082,Cirripedia,Subclass,1082,urn:lsid:marinespecies.org:taxname:22388
urn:lsid:marinespecies.org:taxname:1086,Eumalacostraca,Subclass,1086,urn:lsid:marinespecies.org:taxname:1071
urn:lsid:marinespecies.org:taxname:1087,Hoplocarida,Subclass,1087,urn:lsid:marinespecies.org:taxname:1071
urn:lsid:marinespecies.org:taxname:1089,Eucarida,Superorder,1089,urn:lsid:marinespecies.org:taxname:1086
urn:lsid:marinespecies.org:taxname:1090,Peracarida,Superorder,1090,urn:lsid:marinespecies.org:taxname:1086
urn:lsid:marinespecies.org:taxname:1100,Calanoida,Order,1100,urn:lsid:marinespecies.org:taxname:155877
urn:lsid:marinespecies.org:taxname:1101,Cyclopoida,Order,1101,urn:lsid:marinespecies.org:taxname:155879
urn:lsid:marinespecies.org:taxname:1102,Harpacticoida,Order,1102,urn:lsid:marinespecies.org:taxname:155879
urn:lsid:marinespecies.org:taxname:1104,Siphonostomatoida,Order,1104,urn:lsid:marinespecies.org:taxname:155879
urn:lsid:marinespecies.org:taxname:1107,Thoracica,Infraclass,1107,urn:lsid:marinespecies.org:taxname:1082
urn:lsid:marinespecies.org:taxname:1128,Euphausiacea,Order,1128,urn:lsid:marinespecies.org:taxname:1089
urn:lsid:marinespecies.org:taxname:1130,Decapoda,Order,1130,urn:lsid:marinespecies.org:taxname:1089
urn:lsid:marinespecies.org:taxname:1131,Isopoda,Order,1131,urn:lsid:marinespecies.org:taxname:1090
urn:lsid:marinespecies.org:taxname:1133,Tanaidacea,Order,1133,urn:lsid:marinespecies.org:taxname:1090
urn:lsid:marinespecies.org:taxname:1135,Amphipoda,Order,1135,urn:lsid:marinespecies.org:taxname:1090
urn:lsid:marinespecies.org:taxname:1137,Cumacea,Order,1137,urn:lsid:marinespecies.org:taxname:1090
urn:lsid:marinespecies.org:taxname:1267,Cnidaria,Phylum,1267,urn:lsid:marinespecies.org:taxname:2
urn:lsid:marinespecies.org:taxname:1268,Sipuncula,Order,1268,urn:lsid:marinespecies.org:taxname:882
urn:lsid:marinespecies.org:taxname:1269,Echiura,Subclass,1269,urn:lsid:marinespecies.org:taxname:883
urn:lsid:marinespecies.org:taxname:1271,Entoprocta,Phylum,1271,urn:lsid:marinespecies.org:taxname:2
urn:lsid:marinespecies.org:taxname:1274,Chelicerata,Subphylum,1274,urn:lsid:marinespecies.org:taxname:1065
urn:lsid:marinespecies.org:taxname:1278,Hexapoda,Class,1278,urn:lsid:marinespecies.org:taxname:1598172
urn:lsid:marinespecies.org:taxname:1292,Anthozoa,Subphylum,1292,urn:lsid:marinespecies.org:taxname:1267
urn:lsid:marinespecies.org:taxname:1300,Arachnida,Class,1300,urn:lsid:marinespecies.org:taxname:1274
urn:lsid:marinespecies.org:taxname:1302,Pycnogonida,Class,1302,urn:lsid:marinespecies.org:taxname:1274
urn:lsid:marinespecies.org:taxname:1307,Insecta,Subclass,1307,urn:lsid:marinespecies.org:taxname:1278
urn:lsid:marinespecies.org:taxname:1337,Hydrozoa,Class,1337,urn:lsid:marinespecies.org:taxname:1740301
urn:lsid:marinespecies.org:taxname:1340,Hexacorallia,Class,1340,urn:lsid:marinespecies.org:taxname:1292
urn:lsid:marinespecies.org:taxname:1341,Octocorallia,Class,1341,urn:lsid:marinespecies.org:taxname:1292
urn:lsid:marinespecies.org:taxname:1360,Actiniaria,Order,1360,urn:lsid:marinespecies.org:taxname:1340
urn:lsid:marinespecies.org:taxname:1363,Scleractinia,Order,1363,urn:lsid:marinespecies.org:taxname:1340
urn:lsid:marinespecies.org:taxname:1371,Siphonophorae,Order,1371,urn:lsid:marinespecies.org:taxname:19494
urn:lsid:marinespecies.org:taxname:1410,Foraminifera,Phylum,1410,urn:lsid:marinespecies.org:taxname:582420
urn:lsid:marinespecies.org:taxname:1414,Prostigmata,Suborder,1414,urn:lsid:marinespecies.org:taxname:182702
urn:lsid:marinespecies.org:taxname:1484,Halacaridae,Family,1484,urn:lsid:marinespecies.org:taxname:292685
urn:lsid:marinespecies.org:taxname:1594,Bougainvilliidae,Family,1594,urn:lsid:marinespecies.org:taxname:16352
urn:lsid:marinespecies.org:taxname:1600,Eudendriidae,Family,1600,urn:lsid:marinespecies.org:taxname:16352
urn:lsid:marinespecies.org:taxname:1606,Campanulariidae,Family,1606,urn:lsid:marinespecies.org:taxname:13552
urn:lsid:marinespecies.org:taxname:1614,Sertulariidae,Family,1614,urn:lsid:marinespecies.org:taxname:1041959
urn:lsid:marinespecies.org:taxname:1648,Sipunculidae,Family,1648,urn:lsid:marinespecies.org:taxname:1268
urn:lsid:marinespecies.org:taxname:1735,Lacuninae,Subfamily,1735,urn:lsid:marinespecies.org:taxname:119
urn:lsid:marinespecies.org:taxname:1741,Skeneopsidae,Family,1741,urn:lsid:marinespecies.org:taxname:14766
urn:lsid:marinespecies.org:taxname:1743,Rissoellidae,Family,1743,urn:lsid:marinespecies.org:taxname:15141
urn:lsid:marinespecies.org:taxname:1747,Ovulidae,Family,1747,urn:lsid:marinespecies.org:taxname:14774
urn:lsid:marinespecies.org:taxname:1762,Nudibranchia,Order,1762,urn:lsid:marinespecies.org:taxname:411966
urn:lsid:marinespecies.org:taxname:1774,Ostreida,Order,1774,urn:lsid:marinespecies.org:taxname:206
urn:lsid:marinespecies.org:taxname:1776,Pinnidae,Family,1776,urn:lsid:marinespecies.org:taxname:382250
urn:lsid:marinespecies.org:taxname:1777,Limida,Order,1777,urn:lsid:marinespecies.org:taxname:206
urn:lsid:marinespecies.org:taxname:1778,Limidae,Family,1778,urn:lsid:marinespecies.org:taxname:246153
urn:lsid:marinespecies.org:taxname:1781,Semelidae,Family,1781,urn:lsid:marinespecies.org:taxname:14636
urn:lsid:marinespecies.org:taxname:1784,Solecurtidae,Family,1784,urn:lsid:marinespecies.org:taxname:14636
urn:lsid:marinespecies.org:taxname:1794,Stenolaemata,Class,1794,urn:lsid:marinespecies.org:taxname:146142
urn:lsid:marinespecies.org:taxname:1795,Gymnolaemata,Class,1795,urn:lsid:marinespecies.org:taxname:146142
urn:lsid:marinespecies.org:taxname:1806,Echinodermata,Phylum,1806,urn:lsid:marinespecies.org:taxname:2
urn:lsid:marinespecies.org:taxname:1821,Chordata,Phylum,1821,urn:lsid:marinespecies.org:taxname:2
urn:lsid:marinespecies.org:taxname:1828,Gnathostomata,Infraphylum,1828,urn:lsid:marinespecies.org:taxname:146419
urn:lsid:marinespecies.org:taxname:1831,Tetrapoda,Megaclass,1831,urn:lsid:marinespecies.org:taxname:1828
urn:lsid:marinespecies.org:taxname:1838,Reptilia,Superclass,1838,urn:lsid:marinespecies.org:taxname:1831
urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,1839,urn:lsid:marinespecies.org:taxname:146420
urn:lsid:marinespecies.org:taxname:2032,Golfingiidae,Family,2032,urn:lsid:marinespecies.org:taxname:1268
urn:lsid:marinespecies.org:taxname:2036,Oligochaeta,Subclass,2036,urn:lsid:marinespecies.org:taxname:14165
urn:lsid:marinespecies.org:taxname:2041,Hirudinea,Subclass,2041,urn:lsid:marinespecies.org:taxname:14165
urn:lsid:marinespecies.org:taxname:2689,Testudines,Order,2689,urn:lsid:marinespecies.org:taxname:1838
urn:lsid:marinespecies.org:taxname:2853,Polycladida,Order,2853,urn:lsid:marinespecies.org:taxname:479175
urn:lsid:marinespecies.org:taxname:7173,Lottiidae,Family,7173,urn:lsid:marinespecies.org:taxname:391063
urn:lsid:marinespecies.org:taxname:9845,Bullidae,Family,9845,urn:lsid:marinespecies.org:taxname:411887
urn:lsid:marinespecies.org:taxname:10124,Corambidae,Family,10124,urn:lsid:marinespecies.org:taxname:246152
urn:lsid:marinespecies.org:taxname:10193,Elasmobranchii,Class,10193,urn:lsid:marinespecies.org:taxname:1517375
urn:lsid:marinespecies.org:taxname:10194,Actinopterygii,Gigaclass,10194,urn:lsid:marinespecies.org:taxname:152352
urn:lsid:marinespecies.org:taxname:10208,Orectolobiformes,Order,10208,urn:lsid:marinespecies.org:taxname:368410
urn:lsid:marinespecies.org:taxname:10210,Carcharhiniformes,Order,10210,urn:lsid:marinespecies.org:taxname:368410
urn:lsid:marinespecies.org:taxname:10292,Elopiformes,Order,10292,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10295,Anguilliformes,Order,10295,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10297,Clupeiformes,Order,10297,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10308,Aulopiformes,Order,10308,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10314,Ophidiiformes,Order,10314,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10315,Batrachoidiformes,Order,10315,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10316,Lophiiformes,Order,10316,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10317,Gobiesociformes,Order,10317,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10318,Atheriniformes,Order,10318,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10319,Cyprinodontiformes,Order,10319,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10320,Beloniformes,Order,10320,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10327,Syngnathiformes,Order,10327,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10331,Pleuronectiformes,Order,10331,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:10332,Tetraodontiformes,Order,10332,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:11014,Perciformes,Order,11014,urn:lsid:marinespecies.org:taxname:293496
urn:lsid:marinespecies.org:taxname:11676,Pisces,Superclass,11676,urn:lsid:marinespecies.org:taxname:1828
urn:lsid:marinespecies.org:taxname:11707,Cephalopoda,Class,11707,urn:lsid:marinespecies.org:taxname:51
urn:lsid:marinespecies.org:taxname:11709,Coleoidea,Subclass,11709,urn:lsid:marinespecies.org:taxname:11707
urn:lsid:marinespecies.org:taxname:11718,Octopoda,Order,11718,urn:lsid:marinespecies.org:taxname:325343
urn:lsid:marinespecies.org:taxname:11728,Myopsida,Order,11728,urn:lsid:marinespecies.org:taxname:325342
urn:lsid:marinespecies.org:taxname:11733,Incirrata,Suborder,11733,urn:lsid:marinespecies.org:taxname:11718
urn:lsid:marinespecies.org:taxname:11734,Loliginidae,Family,11734,urn:lsid:marinespecies.org:taxname:11728
urn:lsid:marinespecies.org:taxname:11782,Octopodidae,Family,11782,urn:lsid:marinespecies.org:taxname:14672
urn:lsid:marinespecies.org:taxname:13551,Anthoathecata,Order,13551,urn:lsid:marinespecies.org:taxname:19494
urn:lsid:marinespecies.org:taxname:13552,Leptothecata,Order,13552,urn:lsid:marinespecies.org:taxname:19494
urn:lsid:marinespecies.org:taxname:13588,Neritidae,Family,13588,urn:lsid:marinespecies.org:taxname:196314
urn:lsid:marinespecies.org:taxname:13794,Asellota,Suborder,13794,urn:lsid:marinespecies.org:taxname:1131
urn:lsid:marinespecies.org:taxname:13800,Valvifera,Suborder,13800,urn:lsid:marinespecies.org:taxname:1131
urn:lsid:marinespecies.org:taxname:14107,Conidae,Family,14107,urn:lsid:marinespecies.org:taxname:15140
urn:lsid:marinespecies.org:taxname:14165,Clitellata,Class,14165,urn:lsid:marinespecies.org:taxname:882
urn:lsid:marinespecies.org:taxname:14355,Stomatopoda,Order,14355,urn:lsid:marinespecies.org:taxname:1087
urn:lsid:marinespecies.org:taxname:14622,Myoidea,Superfamily,14622,urn:lsid:marinespecies.org:taxname:245
urn:lsid:marinespecies.org:taxname:14624,Hiatelloidea,Superfamily,14624,urn:lsid:marinespecies.org:taxname:869601
urn:lsid:marinespecies.org:taxname:14629,Galeommatoidea,Superfamily,14629,urn:lsid:marinespecies.org:taxname:1326015
urn:lsid:marinespecies.org:taxname:14633,Cardioidea,Superfamily,14633,urn:lsid:marinespecies.org:taxname:869602
urn:lsid:marinespecies.org:taxname:14636,Tellinoidea,Superfamily,14636,urn:lsid:marinespecies.org:taxname:869602
urn:lsid:marinespecies.org:taxname:14638,Veneroidea,Superfamily,14638,urn:lsid:marinespecies.org:taxname:217
urn:lsid:marinespecies.org:taxname:14656,Nuculoidea,Superfamily,14656,urn:lsid:marinespecies.org:taxname:382247
urn:lsid:marinespecies.org:taxname:14657,Nuculanoidea,Superfamily,14657,urn:lsid:marinespecies.org:taxname:203
urn:lsid:marinespecies.org:taxname:14672,Octopodoidea,Superfamily,14672,urn:lsid:marinespecies.org:taxname:11733
urn:lsid:marinespecies.org:taxname:14712,Heterobranchia,Subclass,14712,urn:lsid:marinespecies.org:taxname:101
urn:lsid:marinespecies.org:taxname:14714,Pyramidelloidea,Superfamily,14714,urn:lsid:marinespecies.org:taxname:1057457
urn:lsid:marinespecies.org:taxname:14766,Littorinoidea,Superfamily,14766,urn:lsid:marinespecies.org:taxname:382213
urn:lsid:marinespecies.org:taxname:14767,Rissooidea,Superfamily,14767,urn:lsid:marinespecies.org:taxname:382213
urn:lsid:marinespecies.org:taxname:14769,Cerithioidea,Superfamily,14769,urn:lsid:marinespecies.org:taxname:382204
urn:lsid:marinespecies.org:taxname:14770,Stromboidea,Superfamily,14770,urn:lsid:marinespecies.org:taxname:382213
urn:lsid:marinespecies.org:taxname:14774,Cypraeoidea,Superfamily,14774,urn:lsid:marinespecies.org:taxname:382213
urn:lsid:marinespecies.org:taxname:14776,Naticoidea,Superfamily,14776,urn:lsid:marinespecies.org:taxname:382213
urn:lsid:marinespecies.org:taxname:14777,Tonnoidea,Superfamily,14777,urn:lsid:marinespecies.org:taxname:382213
urn:lsid:marinespecies.org:taxname:14780,Triphoroidea,Superfamily,14780,urn:lsid:marinespecies.org:taxname:382204
urn:lsid:marinespecies.org:taxname:14781,Epitonioidea,Superfamily,14781,urn:lsid:marinespecies.org:taxname:382204
urn:lsid:marinespecies.org:taxname:15138,Muricoidea,Superfamily,15138,urn:lsid:marinespecies.org:taxname:146
urn:lsid:marinespecies.org:taxname:15140,Conoidea,Superfamily,15140,urn:lsid:marinespecies.org:taxname:146
urn:lsid:marinespecies.org:taxname:15141,Rissoelloidea,Superfamily,15141,urn:lsid:marinespecies.org:taxname:1057248
urn:lsid:marinespecies.org:taxname:15241,Rhodymeniales,Order,15241,urn:lsid:marinespecies.org:taxname:196243
urn:lsid:marinespecies.org:taxname:15308,Corallinales,Order,15308,urn:lsid:marinespecies.org:taxname:368687
urn:lsid:marinespecies.org:taxname:16351,Capitata,Suborder,16351,urn:lsid:marinespecies.org:taxname:13551
