protocol,table_id,level,column_name,data_type,missing_values,uuid_identity
Seagrass Monitoring,seagrass-macroinvertebrates-monitoring-v1,2,table_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-macroinvertebrates-monitoring-v1,2,row_uuid,STRING,enforce,
Seagrass Monitoring,seagrass-macroinvertebrates-monitoring-v1,2,input_filename,STRING,enforce,
Seagrass Monitoring,shoot-count-monitoring-v1,2,sample_event_id,STRING,enforce,TRUE
Seagrass Monitoring,shoot-count-monitoring-v1,2,partner_code,STRING,enforce,TRUE
Seagrass Monitoring,shoot-count-monitoring-v1,2,site_code,STRING,enforce,TRUE
Seagrass Monitoring,shoot-count-monitoring-v1,2,site_name,STRING,enforce,
Seagrass Monitoring,shoot-count-monitoring-v1,2,transect,TINYINT,enforce,TRUE
Seagrass Monitoring,shoot-count-monitoring-v1,2,quadrat,INT,enforce,TRUE
Seagrass Monitoring,shoot-count-monitoring-v1,2,sample_collection_date,DATE,enforce,TRUE
Seagrass Monitoring,shoot-count-monitoring-v1,2,scientific_name,STRING,enforce,TRUE
Seagrass Monitoring,shoot-count-monitoring-v1,2,shoot_count,INT,warn,
Seagrass Monitoring,shoot-count-monitoring-v1,2,flowers_present,STRING,allow,
Seagrass Monitoring,shoot-count-monitoring-v1,2,density_quadrat_dimensions,STRING,warn,
Seagrass Monitoring,shoot-count-monitoring-v1,2,shoot_density_m2,DOUBLE,warn,
Seagrass Monitoring,shoot-count-monitoring-v1,2,shoot_count_sample_notes,STRING,allow,
Seagrass Monitoring,shoot-count-monitoring-v1,2,table_id,STRING,enforce,TRUE
Seagrass Monitoring,shoot-count-monitoring-v1,2,row_uuid,STRING,enforce,
Seagrass Monitoring,shoot-count-monitoring-v1,2,input_filename,STRING,enforce,
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,sample_event_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,partner_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,site_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,site_name,STRING,enforce,
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,transect,TINYINT,enforce,TRUE
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,quadrat,INT,enforce,TRUE
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,sample_collection_date,DATE,enforce,TRUE
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,scientific_name,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,leaf_rank,INT,warn,TRUE
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,leaf_length_mm,DOUBLE,warn,
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,leaf_width_mm,DOUBLE,warn,
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,leaf_measurement_notes,STRING,allow,
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,table_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,row_uuid,STRING,enforce,
Seagrass Monitoring,seagrass-leaf-monitoring-v1,2,input_filename,STRING,enforce,
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,sample_event_id,STRING,enforce,TRUE
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,partner_code,STRING,enforce,TRUE
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,site_code,STRING,enforce,TRUE
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,site_name,STRING,enforce,
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,transect,TINYINT,enforce,TRUE
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,quadrat,INT,enforce,TRUE
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,sample_collection_date,DATE,enforce,TRUE
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,scientific_name,STRING,enforce,TRUE
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,sheath_length_mm,DOUBLE,warn,
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,median_leaf_length_mm,DOUBLE,warn,
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,shoot_length_mm,DOUBLE,warn,
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,grazing_scars_present,BOOL,allow,
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,epibiont_dry_mass_g,DOUBLE,warn,
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,blades_dry_mass_g,DOUBLE,warn,
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,sheath_and_epibiont_notes,STRING,allow,
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,table_id,STRING,enforce,TRUE
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,row_uuid,STRING,enforce,
Seagrass Monitoring,sheath-and-epibiont-monitoring-v1,2,input_filename,STRING,enforce,
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,sample_event_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,partner_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,site_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,site_name,STRING,enforce,
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,transect,TINYINT,enforce,TRUE
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,quadrat,INT,enforce,TRUE
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,sample_collection_date,DATE,enforce,TRUE
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,scientific_name,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,macroalgae_id,STRING,warn,TRUE
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,macroalgae_dry_mass_g,DOUBLE,warn,
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,sample_data_notes,STRING,allow,
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,table_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,row_uuid,STRING,enforce,
Seagrass Monitoring,seagrass-macroalgae-monitoring-v1,2,input_filename,STRING,enforce,
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,sample_event_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,partner_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,site_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,site_name,STRING,enforce,
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,transect,TINYINT,enforce,TRUE
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,quadrat,INT,enforce,TRUE
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,sample_collection_date,DATE,enforce,TRUE
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,scientific_name,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,identification_notes,STRING,allow,
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,biomass_type,STRING,warn,TRUE
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,sample_dry_mass_g,DOUBLE,warn,
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,corer_dimensions,STRING,warn,
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,sample_data_notes,STRING,allow,
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,table_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,row_uuid,STRING,enforce,
Seagrass Monitoring,seagrass-biomass-monitoring-v1,2,input_filename,STRING,enforce,
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,sample_event_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,partner_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,site_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,site_name,STRING,enforce,
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,transect,TINYINT,enforce,TRUE
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,quadrat,INT,enforce,TRUE
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,sample_collection_date,DATE,enforce,TRUE
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,scientific_name,STRING,warn,TRUE
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,sample_dry_mass_g,DOUBLE,warn,
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,macrophyte_mass_notes,STRING,allow,
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,table_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,row_uuid,STRING,enforce,
Seagrass Monitoring,seagrass-macrophyte-monitoring-v1,2,input_filename,STRING,enforce,
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,sample_event_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,partner_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,site_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,site_name,STRING,enforce,
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,transect,TINYINT,enforce,TRUE
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,quadrat,INT,enforce,TRUE
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,sample_collection_date,DATE,enforce,TRUE
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,scientific_name,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,size_class,STRING,warn,
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,count,INT,warn,
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,abundance_per_macrophyte_g,DOUBLE,warn,
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,epifauna_notes,STRING,allow,
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,table_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,row_uuid,STRING,enforce,
Seagrass Monitoring,seagrass-epifauna-monitoring-v1,2,input_filename,STRING,enforce,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,sample_event_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,partner_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,site_code,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,site_name,STRING,enforce,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,sample_collection_date,DATE,enforce,TRUE
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,transect,TINYINT,enforce,TRUE
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,transect_begin_decimal_latitude,DOUBLE,warn,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,transect_begin_decimal_longitude,DOUBLE,warn,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,transect_end_decimal_latitude,DOUBLE,warn,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,transect_end_decimal_longitude,DOUBLE,warn,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,transect_length_m,INT,warn,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,compass_bearing,DOUBLE,warn,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,depth_min_m,DOUBLE,warn,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,depth_max_m,DOUBLE,warn,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,sample_metadata_notes,STRING,allow,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,table_id,STRING,enforce,TRUE
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,row_uuid,STRING,enforce,
Seagrass Monitoring,seagrass-metadata-monitoring-v1,2,input_filename,STRING,enforce,
